Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
164,"Una empresa quiere utilizar Amazon S3 para almacenar sus datos heredados. Rara vez se accede a los datos. Sin embargo, los datos son críticos y no se pueden recrear. Los datos deben estar disponibles para su recuperación en cuestión de segundos. ¿Qué clase de almacenamiento S3 cumple con estos requisitos de manera MÁS rentable?","A. Estándar S3.
B. S3 Una Zona-Acceso poco frecuente (S3 Una Zona-IA).
C. Acceso poco frecuente estándar S3 (estándar S3-IA).
Glaciar D. S3.",C. Acceso poco frecuente estándar S3 (estándar S3-IA).,"El tipo S3 Estándar - Acceso poco frecuente se utiliza con datos a los que se accede con menos frecuencia, pero que requieren un acceso rápido cuando es necesario. El tipo S3 Estándar - Acceso poco frecuente ofrece el nivel de alta durabilidad, alto rendimiento y baja latencia del S3 Estándar, con un pequeño cargo de almacenamiento por GB y un cargo de recuperación por GB. La combinación de alto rendimiento y bajo costo hace que S3 Standard - Acceso poco frecuente sea la opción ideal para almacenamiento a largo plazo, respaldo y como almacén de datos para archivos de recuperación ante desastres. Las clases de almacenamiento de S3 se pueden configurar a nivel de objeto y un único depósito puede contener objetos almacenados en S3 Standard, S3 Smart Layers, S3 Standard - Acceso poco frecuente y S3 Single Zone - Acceso poco frecuente. También puede utilizar políticas de ciclo de vida de S3 para mover objetos automáticamente entre tipos de almacenamiento sin cambios en la aplicación.",https://aws.amazon.com/es/s3/storage-classes/
165,Una empresa minorista en línea quiere migrar su carga de trabajo local a AWS. La empresa necesita gestionar automáticamente un aumento de la carga de trabajo estacional de forma rentable. ¿Qué características de la nube de AWS ayudarán a la empresa a cumplir este requisito? (Escoge dos.),"A. Implementación de cargas de trabajo entre regiones.
B. Precios de pago por uso.
C. Capacidades de auditoría integradas de AWS CloudTrail.
D. Políticas de Auto Scaling.
E. Registro centralizado.","B. Precios de pago por uso
D. Políticas de Auto Scaling.","Precios de pago por uso: con precios de pago por uso, la empresa puede aumentar o reducir sus recursos según la demanda durante el aumento de la carga de trabajo estacional. Esto permite a la empresa pagar sólo por los recursos que utiliza, ayudando a optimizar costes. Políticas de Auto Scaling: Auto Scaling permite a la empresa ajustar automáticamente la cantidad de recursos en función de la demanda. Al configurar políticas de Auto Scaling, la empresa puede definir reglas para agregar o eliminar recursos automáticamente para que coincidan con la carga de trabajo. Esto garantiza que la empresa pueda manejar el aumento de la carga de trabajo estacional de manera eficiente y al mismo tiempo minimizar los costos durante los períodos de menor demanda.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/17/
166,¿Qué servicio de AWS ayuda a los desarrolladores a utilizar un acoplamiento flexible y mensajes confiables entre microservicios?,"A. Equilibrio de carga elástico.
B. Servicio de notificación simple de Amazon (Amazon SNS).
C. Amazon CloudFront.
D. Servicio de cola simple de Amazon (Amazon SQS).",D. Servicio de cola simple de Amazon (Amazon SQS).,"Amazon SQS es un servicio de cola de mensajes totalmente administrado que permite el desacoplamiento y la comunicación asincrónica entre microservicios. Proporciona una entrega de mensajes confiable y garantiza que los mensajes se procesen de manera escalable y tolerante a fallas. Al utilizar SQS, los desarrolladores pueden implementar un patrón de publicación-suscripción o un patrón de cola de mensajes para permitir una comunicación débilmente acoplada entre microservicios.",https://aws.amazon.com/sqs/#:~:text=Amazon%20SQS%20provides%20a%20simple%20and%20reliable%20way%20for%20customers%20to%20depair%20and%20connect%20components%20( microservicios)%20juntos%20usando%20colas.
167,Una empresa necesita crear una aplicación que utilice los servicios de AWS. La solicitud se entregará a los residentes en los condados europeos. La empresa debe cumplir con los requisitos reglamentarios regionales. ¿Qué servicio o programa de AWS debería utilizar la empresa para determinar qué servicios de AWS cumplen con los requisitos regionales?,"A. Gerente de auditoría de AWS.
B. AWS Shield.
C. Programa de cumplimiento de AWS.
D. AWS Artifact.",C. Programa de cumplimiento de AWS.,"El programa de cumplimiento de AWS proporciona información y recursos para ayudar a los clientes a comprender cómo los servicios de AWS se alinean con los requisitos de cumplimiento específicos en diferentes regiones. Incluye detalles sobre los programas de cumplimiento y las certificaciones que AWS ha obtenido, como GDPR, HIPAA, ISO y más. El programa de cumplimiento de AWS proporciona información completa sobre los requisitos regionales y ayuda a los clientes a garantizar que sus aplicaciones cumplan con los estándares regulatorios necesarios.",https://aws.amazon.com/compliance/programs/
168,Una empresa necesita implementar la gestión de identidades para una flota de aplicaciones móviles que se ejecutan en la nube de AWS. ¿Qué servicio de AWS cumplirá con este requisito?,"A. Amazon Cognito.
B. AWS Security Hub.
C. AWS Shield.
D. AWS WAF.",A. Amazon Cognito.,Amazon Cognito le ayuda a implementar la gestión de acceso e identidad del cliente (CIAM) en sus aplicaciones web y móviles. Puede agregar rápidamente autenticación de usuario y control de acceso a sus aplicaciones en minutos.,https://aws.amazon.com/cognito/
169,Una empresa necesita una instancia de Amazon EC2 para un servidor de base de datos de tamaño adecuado que debe ejecutarse constantemente durante 1 año. ¿Qué opción de compra de instancia EC2 cumplirá con estos requisitos de manera MÁS rentable?,"A. Instancia reservada estándar.
B. Instancia reservada convertible.
C. Instancia bajo demanda.
D. Instancia puntual.",A. Instancia reservada estándar.,Las instancias reservadas estándar suelen ofrecer los niveles de descuento más altos. Las Instancias reservadas estándar de un año ofrecen un descuento similar a las Instancias reservadas convertibles de tres años.,https://docs.aws.amazon.com/whitepapers/latest/cost-optimization-reservation-models/standard-vs.-convertible-offering-classes.html
170,Una empresa tiene varias aplicaciones y ahora está creando una nueva aplicación de varios niveles. La empresa alojará la nueva aplicación en instancias Amazon EC2. La empresa quiere que el enrutamiento de la red y el tráfico entre las distintas aplicaciones sigan el principio de seguridad de privilegio mínimo. ¿Qué servicio o característica de AWS debería utilizar la empresa para hacer cumplir este principio?,"A. Security groups.
B. AWS Shield.
C. Acelerador global de AWS.
D. Puerta de enlace de AWS Direct Connect.",A. Security groups.,"Un grupo de seguridad actúa como un firewall virtual para que sus instancias EC2 controlen el tráfico entrante y saliente. Las reglas de entrada controlan el tráfico entrante a su instancia y las reglas de salida controlan el tráfico saliente de su instancia. Cuando lanza una instancia, puede especificar uno o más grupos de seguridad. Si no especifica un grupo de seguridad, Amazon EC2 utiliza el grupo de seguridad predeterminado para la VPC. Puede agregar reglas a cada grupo de seguridad que permitan el tráfico hacia o desde sus instancias asociadas. Puede modificar las reglas de un grupo de seguridad en cualquier momento. Las reglas nuevas y modificadas se aplican automáticamente a todas las instancias asociadas con el grupo de seguridad. Cuando Amazon EC2 decide si permite que el tráfico llegue a una instancia, evalúa todas las reglas de todos los grupos de seguridad asociados con la instancia.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
171,La aplicación web de una empresa requiere credenciales y autorizaciones de AWS para utilizar un servicio de AWS. ¿Qué entidad de IAM debería utilizar la empresa como mejor práctica?,"A. Función de IAM.
B. Usuario de IAM.
C. grupo IAM.
D. Autenticación multifactor (MFA) de IAM.",A. Función de IAM.,"Recomendamos utilizar roles de IAM para usuarios humanos y cargas de trabajo que acceden a sus recursos de AWS para que utilicen credenciales temporales. Sin embargo, para escenarios en los que necesita un usuario de IAM o un usuario raíz en su cuenta, requiera MFA para mayor seguridad. Con MFA, los usuarios tienen un dispositivo que genera una respuesta a un desafío de autenticación. Se requieren las credenciales de cada usuario y la respuesta generada por el dispositivo para completar el proceso de inicio de sesión.",https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#enable-mfa-for-privileged-users
172,Una empresa está creando un documento que define la rutina de parcheo del sistema operativo para todos los sistemas de la empresa. ¿Qué recursos de AWS debería incluir la empresa en este documento? (Escoge dos.),"A. Instancias de Amazon EC2.
B. Funciones de AWS Lambda.
C. Tareas de AWS Fargate.
D. Instancias de Amazon RDS.
E. Instancias de Amazon Elastic Container Service (Amazon ECS).","A. Instancias de Amazon EC2.
D. Instancias de Amazon RDS.","A. Instancias Amazon EC2: Las instancias EC2 son servidores virtuales en la nube y, a menudo, ejecutan los sistemas y aplicaciones de la empresa. La inclusión de instancias EC2 en el documento de rutina de parches garantiza que los sistemas operativos de estas instancias se actualicen y apliquen parches periódicamente por motivos de seguridad y rendimiento. D. Instancias de Amazon RDS: Amazon RDS (servicio de base de datos relacional) proporciona servicios de bases de datos administradas. Si la empresa utiliza instancias RDS para sus bases de datos, es importante incluirlas en el documento de rutina de parches para garantizar que los sistemas operativos de la base de datos reciban actualizaciones y parches de seguridad periódicamente.",https://aws.amazon.com/blogs/industries/automate-patching-by-replacing-amazon-ecs-container-instances/
173,¿Qué servicio o característica de AWS le brinda a una empresa la capacidad de controlar el tráfico entrante y saliente para instancias de Amazon EC2?,"A. Security groups.
B. Ruta Amazónica 53.
C. Conexión directa de AWS.
D. Amazon VPC.",A. Security groups.,"Un grupo de seguridad actúa como un firewall virtual para que sus instancias EC2 controlen el tráfico entrante y saliente. Las reglas de entrada controlan el tráfico entrante a su instancia y las reglas de salida controlan el tráfico saliente de su instancia. Cuando lanza una instancia, puede especificar uno o más grupos de seguridad. Si no especifica un grupo de seguridad, Amazon EC2 utiliza el grupo de seguridad predeterminado para la VPC. Puede agregar reglas a cada grupo de seguridad que permitan el tráfico hacia o desde sus instancias asociadas. Puede modificar las reglas de un grupo de seguridad en cualquier momento. Las reglas nuevas y modificadas se aplican automáticamente a todas las instancias asociadas con el grupo de seguridad. Cuando Amazon EC2 decide si permite que el tráfico llegue a una instancia, evalúa todas las reglas de todos los grupos de seguridad asociados con la instancia.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
174,Una empresa está comenzando a construir su infraestructura en la nube de AWS. La empresa quiere acceso a soporte técnico durante el horario comercial. La empresa también quiere orientación arquitectónica general a medida que los equipos crean y prueban nuevas aplicaciones. ¿Qué plan de AWS Support cumplirá con estos requisitos al costo MÁS BAJO?,"A. AWS Basic Support.
B. AWS Developer Support.
C. AWS Business Support.
D. AWS Enterprise Support.",B. AWS Developer Support.,AWS Developer Support está diseñado para desarrolladores y equipos técnicos que necesitan acceso a soporte técnico durante el horario comercial. Proporciona una opción de soporte rentable con acceso a los ingenieros de AWS Support por correo electrónico durante el horario comercial. Este plan es adecuado para empresas que requieren asistencia técnica básica y orientación arquitectónica general mientras crean y prueban nuevas aplicaciones.,https://www.amazonaws.cn/en/support/compare-plans/
